RouteId,RouteNo,RouteVarId,StopOrder,StopId,StopCode,StopName
404,172,2,28,9374,VT 0018,Tòa án Nhân dân khu vực 11
404,172,2,29,9375,VT 0019,Chung cư Gateway
404,172,2,30,9376,VT 0020,Đối diện Chung cư Gateway
404,172,2,31,8256,VT 0002,CO.OP MART VŨNG TÀU
404,172,2,32,9745,VT 0061,Ngã 5 Ba Cu - Trương Công Định
404,172,2,33,9743,VT 0059,Đường Thống Nhất
404,172,2,34,7595,VT BX 0001,BẾN XE VŨNG TÀU
384,MRT1,1,1,7003,BTN,Ga Bến Thành
384,MRT1,1,2,7004,OPH,Ga Nhà hát Thành phố
384,MRT1,1,3,7005,BSN,Ga Ba Son
384,MRT1,1,4,7006,VTP,Ga Văn Thánh
384,MRT1,1,5,7007,TCN,Ga Tân Cảng
384,MRT1,1,6,7008,TDN,Ga Thảo Điền
384,MRT1,1,7,7009,ANP,Ga An Phú
384,MRT1,1,8,7010,RCC,Ga Rạch Chiếc
384,MRT1,1,9,7011,PCL,Ga Phước Long
384,MRT1,1,10,7012,BTT,Ga Bình Thái
384,MRT1,1,11,7013,TDC,Ga Thủ Đức
384,MRT1,1,12,7016,HTP,Ga Khu Công nghệ Cao
384,MRT1,1,13,7014,NUS,Ga Đại học Quốc Gia
384,MRT1,1,14,7015,STT,Ga Bến xe Suối Tiên
384,MRT1,2,1,7015,STT,Ga Bến xe Suối Tiên
384,MRT1,2,2,7014,NUS,Ga Đại học Quốc Gia
384,MRT1,2,3,7016,HTP,Ga Khu Công nghệ Cao
384,MRT1,2,4,7013,TDC,Ga Thủ Đức
384,MRT1,2,5,7012,BTT,Ga Bình Thái
384,MRT1,2,6,7011,PCL,Ga Phước Long
384,MRT1,2,7,7010,RCC,Ga Rạch Chiếc
384,MRT1,2,8,7009,ANP,Ga An Phú
384,MRT1,2,9,7008,TDN,Ga Thảo Điền
384,MRT1,2,10,7007,TCN,Ga Tân Cảng
384,MRT1,2,11,7006,VTP,Ga Văn Thánh
384,MRT1,2,12,7005,BSN,Ga Ba Son
384,MRT1,2,13,7004,OPH,Ga Nhà hát Thành phố
384,MRT1,2,14,7003,BTN,Ga Bến Thành
