RouteId,RouteNo,TimeTableId,TripId,StartTime,EndTime
178,127,30,3113,07:30,08:10
178,127,30,3114,08:00,08:40
178,127,30,3115,08:30,09:10
178,127,30,3116,09:00,09:40
178,127,30,3117,09:30,10:10
178,127,30,3118,10:00,10:40
178,127,30,3119,10:08,10:48
178,127,30,3120,10:16,10:56
178,127,30,3121,10:24,11:04
178,127,30,3122,10:32,11:12
178,127,30,3123,10:40,11:20
178,127,30,3124,10:48,11:28
178,127,30,3125,10:56,11:36
178,127,30,3126,11:04,11:44
178,127,30,3127,11:12,11:52
178,127,30,3128,11:20,12:00
178,127,30,3129,11:28,12:08
178,127,30,3130,11:36,12:16
178,127,30,3131,11:44,12:24
178,127,30,3132,11:52,12:32
178,127,30,3133,12:00,12:40
178,127,30,3134,12:30,13:10
178,127,30,3135,13:00,13:40
178,127,30,3136,13:30,14:10
178,127,30,3137,14:00,14:40
178,127,30,3138,14:30,15:10
178,127,30,3139,15:00,15:40
178,127,30,3140,15:15,15:55
178,127,30,3141,15:30,16:10
178,127,30,3142,15:45,16:25
178,127,30,3143,16:00,16:40
178,127,30,3144,16:10,16:50
178,127,30,3145,16:20,17:00
178,127,30,3146,16:30,17:10
178,127,30,3147,16:40,17:20
178,127,30,3148,16:50,17:30
178,127,30,3149,17:00,17:40
178,127,30,3150,17:10,17:50
178,127,30,3151,17:20,18:00
178,127,30,3152,17:30,18:10
178,127,30,3153,17:45,18:25
178,127,30,3154,18:00,18:40
178,127,30,3155,18:30,19:10
178,127,30,3156,19:00,19:40
178,127,30,3157,19:30,20:10
178,127,30,3158,20:00,20:40
178,127,31,3159,05:00,05:40
178,127,31,3160,05:30,06:10
178,127,31,3161,05:45,06:25
178,127,31,3162,05:57,06:37
178,127,31,3163,06:07,06:47
178,127,31,3164,06:15,06:55
178,127,31,3165,06:23,07:03
178,127,31,3166,06:31,07:11
178,127,31,3167,06:39,07:19
178,127,31,3168,06:49,07:29
178,127,31,3169,06:59,07:39
178,127,31,3170,07:11,07:51
178,127,31,3171,07:23,08:03
178,127,31,3172,07:38,08:18
178,127,31,3173,08:08,08:48
178,127,31,3174,08:38,09:18
178,127,31,3175,09:08,09:48
178,127,31,3176,09:38,10:18
178,127,31,3177,09:53,10:33
178,127,31,3178,10:05,10:45
178,127,31,3179,10:17,10:57
178,127,31,3180,10:27,11:07
178,127,31,3181,10:37,11:17
178,127,31,3182,10:47,11:27
178,127,31,3183,10:57,11:37
178,127,31,3184,11:07,11:47
178,127,31,3185,11:17,11:57
178,127,31,3186,11:27,12:07
178,127,31,3187,11:39,12:19
178,127,31,3188,11:51,12:31
178,127,31,3189,12:03,12:43
178,127,31,3190,12:13,12:53
178,127,31,3191,12:23,13:03
178,127,31,3192,12:31,13:11
178,127,31,3193,12:39,13:19
178,127,31,3194,12:47,13:27
178,127,31,3195,12:55,13:35
178,127,31,3196,13:05,13:45
178,127,31,3197,13:17,13:57
178,127,31,3198,13:32,14:12
178,127,31,3199,14:02,14:42
178,127,31,3200,14:32,15:12
178,127,31,3201,15:02,15:42
178,127,31,3202,15:32,16:12
178,127,31,3203,15:47,16:27
178,127,31,3204,15:59,16:39
178,127,31,3205,16:09,16:49
178,127,31,3206,16:17,16:57
178,127,31,3207,16:25,17:05
178,127,31,3208,16:33,17:13
178,127,31,3209,16:41,17:21
178,127,31,3210,16:51,17:31
178,127,31,3211,17:03,17:43
178,127,31,3212,17:15,17:55
178,127,31,3213,17:30,18:10
178,127,31,3214,18:00,18:40
178,127,31,3215,18:30,19:10
178,127,31,3216,19:00,19:40
178,127,31,3217,19:30,20:10
178,127,31,3218,20:00,20:40
178,127,32,3219,05:00,05:40
178,127,32,3220,05:30,06:10
178,127,32,3221,05:45,06:25
178,127,32,3222,05:57,06:37
178,127,32,3223,06:07,06:47
178,127,32,3224,06:15,06:55
178,127,32,3225,06:23,07:03
178,127,32,3226,06:31,07:11
178,127,32,3227,06:39,07:19
178,127,32,3228,06:49,07:29
178,127,32,3229,06:59,07:39
178,127,32,3230,07:11,07:51
178,127,32,3231,07:23,08:03
178,127,32,3232,07:38,08:18
178,127,32,3233,08:08,08:48
178,127,32,3234,08:38,09:18
178,127,32,3235,09:08,09:48
178,127,32,3236,09:38,10:18
178,127,32,3237,09:53,10:33
178,127,32,3238,10:05,10:45
178,127,32,3239,10:17,10:57
178,127,32,3240,10:27,11:07
178,127,32,3241,10:37,11:17
178,127,32,3242,10:47,11:27
178,127,32,3243,10:57,11:37
178,127,32,3244,11:07,11:47
178,127,32,3245,11:17,11:57
178,127,32,3246,11:27,12:07
178,127,32,3247,11:39,12:19
178,127,32,3248,11:51,12:31
178,127,32,3249,12:03,12:43
178,127,32,3250,12:13,12:53
178,127,32,3251,12:23,13:03
178,127,32,3252,12:31,13:11
178,127,32,3253,12:39,13:19
178,127,32,3254,12:47,13:27
178,127,32,3255,12:55,13:35
178,127,32,3256,13:05,13:45
178,127,32,3257,13:17,13:57
178,127,32,3258,13:32,14:12
178,127,32,3259,14:02,14:42
178,127,32,3260,14:32,15:12
178,127,32,3261,15:02,15:42
178,127,32,3262,15:32,16:12
178,127,32,3263,15:47,16:27
178,127,32,3264,15:59,16:39
178,127,32,3265,16:09,16:49
178,127,32,3266,16:17,16:57
178,127,32,3267,16:25,17:05
178,127,32,3268,16:33,17:13
178,127,32,3269,16:41,17:21
178,127,32,3270,16:51,17:31
178,127,32,3271,17:03,17:43
178,127,32,3272,17:15,17:55
178,127,32,3273,17:30,18:10
178,127,32,3274,18:00,18:40
178,127,32,3275,18:30,19:10
178,127,32,3276,19:00,19:40
178,127,32,3277,19:30,20:10
178,127,32,3278,20:00,20:40
345,155,4,151,05:00,05:30
345,155,4,152,05:30,06:00
345,155,4,153,06:00,06:30
345,155,4,154,06:15,06:45
345,155,4,155,06:30,07:00
345,155,4,156,06:45,07:15
345,155,4,157,07:00,07:30
345,155,4,158,07:15,07:45
345,155,4,159,07:30,08:00
345,155,4,160,07:45,08:15
345,155,4,161,08:00,08:30
345,155,4,162,08:15,08:45
345,155,4,163,08:30,09:00
345,155,4,164,08:45,09:15
345,155,4,165,09:00,09:30
345,155,4,166,09:15,09:45
345,155,4,167,09:30,10:00
345,155,4,168,09:45,10:15
345,155,4,169,10:00,10:30
345,155,4,170,10:15,10:45
345,155,4,171,10:30,11:00
345,155,4,172,10:45,11:15
345,155,4,173,11:05,11:35
345,155,4,174,11:25,11:55
345,155,4,175,11:45,12:15
345,155,4,176,12:05,12:35
345,155,4,177,12:25,12:55
345,155,4,178,12:45,13:15
345,155,4,179,13:05,13:35
345,155,4,180,13:25,13:55
345,155,4,181,13:45,14:15
345,155,4,182,14:05,14:35
345,155,4,183,14:25,14:55
345,155,4,184,14:45,15:15
345,155,4,185,15:05,15:35
345,155,4,186,15:25,15:55
345,155,4,187,15:45,16:15
345,155,4,188,16:00,16:30
345,155,4,189,16:15,16:45
345,155,4,190,16:30,17:00
345,155,4,191,16:45,17:15
345,155,4,192,17:00,17:30
345,155,4,193,17:15,17:45
345,155,4,194,17:30,18:00
345,155,4,195,17:45,18:15
345,155,4,196,18:00,18:30
345,155,4,197,18:20,18:50
345,155,4,198,18:40,19:10
345,155,4,199,19:00,19:30
345,155,4,200,19:20,19:50
345,155,4,201,19:40,20:10
345,155,4,202,20:00,20:30
345,155,4,203,20:20,20:50
345,155,4,204,20:40,21:10
345,155,4,205,21:00,21:30
345,155,4,206,21:30,22:00
345,155,4,207,22:00,22:30
404,172,21,328,04:00,07:00
404,172,21,329,04:15,07:15
404,172,21,330,04:30,07:30
404,172,21,331,04:45,08:15
404,172,21,332,05:00,08:30
404,172,21,333,05:15,08:45
404,172,21,334,05:30,09:00
404,172,21,335,05:45,09:15
404,172,21,336,06:00,09:30
404,172,21,337,06:15,09:45
404,172,21,338,06:30,10:00
404,172,21,339,06:45,10:15
404,172,21,340,07:00,10:30
404,172,21,341,07:30,11:00
404,172,21,342,08:00,11:30
404,172,21,343,08:30,12:00
404,172,21,344,09:00,12:30
404,172,21,345,09:30,13:00
404,172,21,346,10:00,13:30
404,172,21,347,10:30,14:00
404,172,21,348,11:00,14:30
404,172,21,349,11:30,15:00
404,172,21,350,12:00,15:30
404,172,21,351,12:30,16:00
404,172,21,352,13:00,16:30
404,172,21,353,13:30,17:00
404,172,21,354,14:00,17:30
404,172,21,355,14:30,18:00
404,172,21,356,15:00,18:30
404,172,21,357,15:30,19:00
404,172,21,358,16:00,19:30
404,172,21,359,16:30,20:00
404,172,21,360,17:00,20:30
404,172,21,361,17:30,21:00
404,172,21,362,18:00,21:30
404,172,21,363,18:30,22:00
404,172,21,364,19:00,22:30
404,172,21,365,19:30,23:00
404,172,21,366,20:00,23:30
404,172,21,367,20:30,00:00
404,172,21,368,21:00,00:30
404,172,21,369,21:30,01:00
404,172,22,370,04:30,07:30
404,172,22,371,05:00,08:30
404,172,22,372,05:30,09:00
404,172,22,373,06:00,09:30
404,172,22,374,06:30,10:00
404,172,22,375,07:00,10:30
404,172,22,376,07:15,10:45
404,172,22,377,07:30,11:00
404,172,22,378,07:45,11:15
404,172,22,379,08:00,11:30
404,172,22,380,08:15,11:45
404,172,22,381,08:30,12:00
404,172,22,382,09:15,12:45
404,172,22,383,10:00,13:30
404,172,22,384,10:45,14:15
404,172,22,385,11:30,15:00
404,172,22,386,12:15,15:45
404,172,22,387,12:45,16:15
404,172,22,388,13:15,16:45
404,172,22,389,13:45,17:15
404,172,22,390,14:15,17:45
404,172,22,391,14:45,18:15
404,172,22,392,15:15,18:45
404,172,22,393,15:45,19:15
404,172,22,394,16:15,19:45
404,172,22,395,16:45,20:15
404,172,22,396,17:15,20:45
404,172,22,397,17:30,21:00
404,172,22,398,17:45,21:15
404,172,22,399,18:00,21:30
404,172,22,400,18:15,21:45
404,172,22,401,18:30,22:00
404,172,22,402,18:45,22:15
404,172,22,403,19:00,22:30
404,172,22,404,19:15,22:45
404,172,22,405,19:30,23:00
404,172,22,406,19:45,23:15
404,172,22,407,20:00,23:30
404,172,22,408,20:15,23:45
404,172,22,409,20:30,00:00
404,172,22,410,21:00,00:30
404,172,22,411,21:30,01:00
384,MRT1,59,12280,05:00,05:29
384,MRT1,59,12281,05:15,05:44
384,MRT1,59,12282,05:30,05:59
384,MRT1,59,12283,05:42,06:11
384,MRT1,59,12284,05:54,06:23
384,MRT1,59,12285,06:04,06:33
384,MRT1,59,12286,06:14,06:43
384,MRT1,59,12287,06:24,06:53
384,MRT1,59,12288,06:34,07:03
384,MRT1,59,12289,06:42,07:11
384,MRT1,59,12290,06:50,07:19
384,MRT1,59,12291,06:58,07:27
384,MRT1,59,12292,07:04,07:33
384,MRT1,59,12293,07:10,07:39
384,MRT1,59,12294,07:16,07:45
384,MRT1,59,12295,07:22,07:51
384,MRT1,59,12296,07:28,07:57
384,MRT1,59,12297,07:34,08:03
384,MRT1,59,12298,07:40,08:09
384,MRT1,59,12299,07:46,08:15
384,MRT1,59,12300,07:52,08:21
384,MRT1,59,12301,07:58,08:27
384,MRT1,59,12302,08:04,08:33
384,MRT1,59,12303,08:10,08:39
384,MRT1,59,12304,08:16,08:45
384,MRT1,59,12305,08:22,08:51
384,MRT1,59,12306,08:28,08:57
384,MRT1,59,12307,08:34,09:03
384,MRT1,59,12308,08:40,09:09
384,MRT1,59,12309,08:46,09:15
384,MRT1,59,12310,08:52,09:21
384,MRT1,59,12311,08:58,09:27
384,MRT1,59,12312,09:08,09:37
384,MRT1,59,12313,09:18,09:47
384,MRT1,59,12314,09:28,09:57
384,MRT1,59,12315,09:38,10:07
384,MRT1,59,12316,09:48,10:17
384,MRT1,59,12317,09:58,10:27
384,MRT1,59,12318,10:10,10:39
384,MRT1,59,12319,10:22,10:51
384,MRT1,59,12320,10:34,11:03
384,MRT1,59,12321,10:46,11:15
384,MRT1,59,12322,10:58,11:27
384,MRT1,59,12323,11:08,11:37
384,MRT1,59,12324,11:18,11:47
384,MRT1,59,12325,11:28,11:57
384,MRT1,59,12326,11:38,12:07
384,MRT1,59,12327,11:48,12:17
384,MRT1,59,12328,11:58,12:27
384,MRT1,59,12329,12:08,12:37
384,MRT1,59,12330,12:18,12:47
384,MRT1,59,12331,12:28,12:57
384,MRT1,59,12332,12:38,13:07
384,MRT1,59,12333,12:48,13:17
384,MRT1,59,12334,12:58,13:27
384,MRT1,59,12335,13:08,13:37
384,MRT1,59,12336,13:18,13:47
384,MRT1,59,12337,13:28,13:57
384,MRT1,59,12338,13:40,14:09
384,MRT1,59,12339,13:52,14:21
384,MRT1,59,12340,14:04,14:33
384,MRT1,59,12341,14:16,14:45
384,MRT1,59,12342,14:28,14:57
384,MRT1,59,12343,14:40,15:09
384,MRT1,59,12344,14:52,15:21
384,MRT1,59,12345,15:04,15:33
384,MRT1,59,12346,15:16,15:45
384,MRT1,59,12347,15:28,15:57
384,MRT1,59,12348,15:38,16:07
384,MRT1,59,12349,15:48,16:17
384,MRT1,59,12350,15:58,16:27
384,MRT1,59,12351,16:08,16:37
384,MRT1,59,12352,16:18,16:47
384,MRT1,59,12353,16:28,16:57
384,MRT1,59,12354,16:36,17:05
384,MRT1,59,12355,16:44,17:13
384,MRT1,59,12356,16:52,17:21
384,MRT1,59,12357,17:00,17:29
384,MRT1,59,12358,17:06,17:35
384,MRT1,59,12359,17:12,17:41
384,MRT1,59,12360,17:18,17:47
384,MRT1,59,12361,17:24,17:53
384,MRT1,59,12362,17:30,17:59
384,MRT1,59,12363,17:36,18:05
384,MRT1,59,12364,17:42,18:11
384,MRT1,59,12365,17:48,18:17
384,MRT1,59,12366,17:54,18:23
384,MRT1,59,12367,18:00,18:29
384,MRT1,59,12368,18:06,18:35
384,MRT1,59,12369,18:12,18:41
384,MRT1,59,12370,18:18,18:47
384,MRT1,59,12371,18:24,18:53
384,MRT1,59,12372,18:30,18:59
384,MRT1,59,12373,18:36,19:05
384,MRT1,59,12374,18:42,19:11
384,MRT1,59,12375,18:48,19:17
384,MRT1,59,12376,18:54,19:23
384,MRT1,59,12377,19:00,19:29
384,MRT1,59,12378,19:08,19:37
384,MRT1,59,12379,19:16,19:45
384,MRT1,59,12380,19:24,19:53
384,MRT1,59,12381,19:34,20:03
384,MRT1,59,12382,19:44,20:13
384,MRT1,59,12383,19:54,20:23
384,MRT1,59,12384,20:04,20:33
384,MRT1,59,12385,20:14,20:43
384,MRT1,59,12386,20:26,20:55
384,MRT1,59,12387,20:38,21:07
384,MRT1,59,12388,20:50,21:19
384,MRT1,59,12389,21:02,21:31
384,MRT1,59,12390,21:15,21:44
384,MRT1,59,12391,21:30,21:59
384,MRT1,59,12392,21:45,22:14
384,MRT1,59,12393,22:00,22:29
384,MRT1,60,12394,05:00,05:29
384,MRT1,60,12395,05:15,05:44
384,MRT1,60,12396,05:30,05:59
384,MRT1,60,12397,05:40,06:09
384,MRT1,60,12398,05:50,06:19
384,MRT1,60,12399,06:00,06:29
384,MRT1,60,12400,06:10,06:39
384,MRT1,60,12401,06:20,06:49
384,MRT1,60,12402,06:28,06:57
384,MRT1,60,12403,06:36,07:05
384,MRT1,60,12404,06:44,07:13
384,MRT1,60,12405,06:52,07:21
384,MRT1,60,12406,06:58,07:27
384,MRT1,60,12407,07:04,07:33
384,MRT1,60,12408,07:10,07:39
384,MRT1,60,12409,07:16,07:45
384,MRT1,60,12410,07:22,07:51
384,MRT1,60,12411,07:28,07:57
384,MRT1,60,12412,07:34,08:03
384,MRT1,60,12413,07:40,08:09
384,MRT1,60,12414,07:46,08:15
384,MRT1,60,12415,07:52,08:21
384,MRT1,60,12416,07:58,08:27
384,MRT1,60,12417,08:04,08:33
384,MRT1,60,12418,08:10,08:39
384,MRT1,60,12419,08:16,08:45
384,MRT1,60,12420,08:22,08:51
384,MRT1,60,12421,08:28,08:57
384,MRT1,60,12422,08:34,09:03
384,MRT1,60,12423,08:40,09:09
384,MRT1,60,12424,08:46,09:15
384,MRT1,60,12425,08:52,09:21
384,MRT1,60,12426,09:02,09:31
384,MRT1,60,12427,09:12,09:41
384,MRT1,60,12428,09:22,09:51
384,MRT1,60,12429,09:32,10:01
384,MRT1,60,12430,09:42,10:11
384,MRT1,60,12431,09:52,10:21
384,MRT1,60,12432,10:04,10:33
384,MRT1,60,12433,10:16,10:45
384,MRT1,60,12434,10:28,10:57
384,MRT1,60,12435,10:40,11:09
384,MRT1,60,12436,10:52,11:21
384,MRT1,60,12437,11:02,11:31
384,MRT1,60,12438,11:12,11:41
384,MRT1,60,12439,11:22,11:51
384,MRT1,60,12440,11:32,12:01
384,MRT1,60,12441,11:42,12:11
384,MRT1,60,12442,11:52,12:21
384,MRT1,60,12443,12:02,12:31
384,MRT1,60,12444,12:12,12:41
384,MRT1,60,12445,12:22,12:51
384,MRT1,60,12446,12:32,13:01
384,MRT1,60,12447,12:42,13:11
384,MRT1,60,12448,12:52,13:21
384,MRT1,60,12449,13:02,13:31
384,MRT1,60,12450,13:12,13:41
384,MRT1,60,12451,13:22,13:51
384,MRT1,60,12452,13:34,14:03
384,MRT1,60,12453,13:46,14:15
384,MRT1,60,12454,13:58,14:27
384,MRT1,60,12455,14:10,14:39
384,MRT1,60,12456,14:22,14:51
384,MRT1,60,12457,14:34,15:03
384,MRT1,60,12458,14:46,15:15
384,MRT1,60,12459,14:58,15:27
384,MRT1,60,12460,15:10,15:39
384,MRT1,60,12461,15:22,15:51
384,MRT1,60,12462,15:32,16:01
384,MRT1,60,12463,15:42,16:11
384,MRT1,60,12464,15:52,16:21
384,MRT1,60,12465,16:02,16:31
384,MRT1,60,12466,16:12,16:41
384,MRT1,60,12467,16:22,16:51
384,MRT1,60,12468,16:30,16:59
384,MRT1,60,12469,16:38,17:07
384,MRT1,60,12470,16:46,17:15
384,MRT1,60,12471,16:54,17:23
384,MRT1,60,12472,17:00,17:29
384,MRT1,60,12473,17:06,17:35
384,MRT1,60,12474,17:12,17:41
384,MRT1,60,12475,17:18,17:47
384,MRT1,60,12476,17:24,17:53
384,MRT1,60,12477,17:30,17:59
384,MRT1,60,12478,17:36,18:05
384,MRT1,60,12479,17:42,18:11
384,MRT1,60,12480,17:48,18:17
384,MRT1,60,12481,17:54,18:23
384,MRT1,60,12482,18:00,18:29
384,MRT1,60,12483,18:06,18:35
384,MRT1,60,12484,18:12,18:41
384,MRT1,60,12485,18:18,18:47
384,MRT1,60,12486,18:24,18:53
